"solar cost $/MW","battery cost $/MWh","load cost $/MW","arraysize (MW)","battery size (MWh)","load size (1 MW by definition)","array cost $","battery cost $","load cost $ (all normalized to 1 MW)","total power system cost $","total system cost $","total system cost per utilization","battery size relative to 1 MW array","load size relative to 1 MW array","annual battery utilization","annual load utilization"
200000,200000,10000.,1.3743738067502607,0.,1.,274874.76135005214,0.,10000.,274874.76135005214,284874.76135005214,1.8514850844131678e6,0.,0.7276040878314785,0.0018930745814306205,0.15386284434494585
200000,200000,12589.254117941673,1.4027131095012615,0.,1.,280542.6219002523,0.,12589.254117941673,280542.6219002523,293131.87601819396,1.8677733159395072e6,0.,0.71290415212242,0.0028443683409435927,0.15694189092253197
200000,200000,15848.931924611135,1.4259017848068762,0.,1.,285180.3569613752,0.,15848.931924611135,285180.3569613752,301029.2888859864,1.8881429992444597e6,0.,0.7013105745817126,0.0036244292237441744,0.15943140376891116
200000,200000,19952.623149688796,1.4468767410991517,0.,1.,289375.3482198303,0.,19952.623149688796,289375.3482198303,309327.97136951913,1.9135098670714602e6,0.,0.6911438767343292,0.004566210045662045,0.16165475636816626
200000,200000,25118.8643150958,1.4736392761524835,0.,1.,294727.8552304967,0.,25118.8643150958,294727.8552304967,319846.7195455925,1.944905614979477e6,0.,0.6785921196474176,0.006078767123287587,0.1644535946023106
200000,200000,31622.776601683796,1.4979188825368668,0.,1.,299583.7765073734,0.,31622.776601683796,299583.7765073734,331206.5531090572,1.9838608920783743e6,0.,0.6675928928183386,0.007343987823439813,0.16695049256305042
200000,200000,39810.717055349734,1.5238346003503,0.,1.,304766.92007006,0.,39810.717055349734,304766.92007006,344577.63712540973,2.032162258855315e6,0.,0.6562392006127957,0.008932648401826393,0.16956206898533038
200000,200000,50118.723362727236,1.5569397875170878,0.,1.,311387.95750341757,0.,50118.723362727236,311387.95750341757,361506.68086614483,2.0920044584694423e6,0.,0.6422855964100825,0.01161529680365292,0.1728039724784484
200000,200000,63095.734448019335,1.5991087482852326,0.,1.,319821.7496570465,0.,63095.734448019335,319821.7496570465,382917.4841050659,2.1659932648984278e6,0.,0.625348339237295,0.014355022831050168,0.17678609177163
200000,200000,79432.82347242816,1.635090392740759,0.,1.,327018.07854815177,0.,79432.82347242816,327018.07854815177,406450.9020205799,2.257343404161714e6,0.,0.6115869828601876,0.01715182648401814,0.18005718636838036
200000,200000,100000.,1.683486082894049,0.,1.,336697.2165788098,0.,100000.,336697.2165788098,436697.2165788098,2.369819684085036e6,0.,0.5940055045070043,0.021413622526636145,0.18427444902729562
200000,200000,125892.54117941674,1.7513519366798824,0.,1.,350270.38733597647,0.,125892.54117941674,350270.38733597647,476162.9285153932,2.508215625139766e6,0.,0.5709874634882042,0.025618340943683315,0.1898413054056546
200000,200000,158489.3192461114,1.817606484545456,0.,1.,363521.2969090912,0.,158489.3192461114,363521.2969090912,522010.6161552026,2.6779545153822475e6,0.,0.5501740935140195,0.029899162861491524,0.1949288582598243
200000,200000,199526.23149688798,1.9079460266061974,0.,1.,381589.2053212395,0.,199526.23149688798,381589.2053212395,581115.4368181275,2.8852864352371753e6,0.,0.5241238410599973,0.035854261796042564,0.20140649805895577
200000,200000,251188.6431509581,2.012392226876231,0.,1.,402478.44537524617,0.,251188.6431509581,402478.44537524617,653667.0885262042,3.1377707079635467e6,0.,0.49692102098419777,0.04085806697108063,0.2083221335667457
200000,200000,316227.7660168379,2.1334857172711352,0.,1.,426697.1434542271,0.,316227.7660168379,426697.1434542271,742924.909471065,3.444743738451649e6,0.,0.4687165195926711,0.04684170471841698,0.21566913706184615
200000,200000,398107.17055349733,2.2993652200474184,0.,1.,459873.04400948365,0.,398107.17055349733,459873.04400948365,857980.2145629809,3.8166024771047253e6,0.,0.434902638033021,0.05363394216133932,0.2248020902648066
200000,200000,501187.23362727254,2.527357454195515,0.006357624134219307,1.,505471.49083910295,1271.5248268438613,501187.23362727254,506743.0156659468,1.0079302492932193e6,4.26564569972066e6,0.0025155223388228665,0.39567018837796764,0.12586567732115672,0.23629019385253316
200000,200000,630957.3444801933,3.0358783164254453,0.4664459381516542,1.,607175.6632850891,93289.18763033084,630957.3444801933,700464.8509154199,1.331422195395613e6,4.951418446760532e6,0.15364447765510733,0.32939396634890056,0.18599695585996945,0.26889712709833613
200000,200000,794328.2347242817,3.1710627726164797,0.,1.,634212.554523296,0.,794328.2347242817,634212.554523296,1.4285407892475775e6,5.468188336012669e6,0.,0.3153516885996201,0.07730213089802118,0.2612457182279955
200000,200000,1.e6,3.5168805228275186,0.13688266793940967,1.,703376.1045655038,27376.533587881935,1.e6,730752.6381533857,1.7307526381533858e6,6.242059543009357e6,0.038921614496405486,0.2843428980624042,0.19165715372907144,0.2772726896031776
200000,200000,1.2589254117941675e6,4.182764434566687,0.8771951952769986,1.,836552.8869133374,175439.0390553997,1.2589254117941675e6,1.0119919259687371e6,2.2709173377629044e6,7.18949508282403e6,0.20971661421518029,0.2390763371075653,0.24874429223744288,0.31586603949256603
200000,200000,1.5848931924611141e6,5.042086580704063,2.596078063256475,1.,1.0084173161408126e6,519215.612651295,1.5848931924611141e6,1.5276329287921076e6,3.1125261212532218e6,8.193597074607184e6,0.5148816906856776,0.1983305887342305,0.3238299086757991,0.37987297799879205
200000,200000,1.9952623149688807e6,5.890200371923775,3.9797570672220233,1.,1.178040074384755e6,795951.4134444046,1.9952623149688807e6,1.9739914878291595e6,3.96925380279804e6,9.167815123102749e6,0.6756573318272721,0.16977351140151348,0.38786149162861483,0.43295526245894544
