"solar cost $/MW","battery cost $/MWh","load cost $/MW","arraysize (MW)","battery size (MWh)","load size (1 MW by definition)","array cost $","battery cost $","load cost $ (all normalized to 1 MW)","total power system cost $","total system cost $","total system cost per utilization","battery size relative to 1 MW array","load size relative to 1 MW array","annual battery utilization","annual load utilization"
200000,200000,1.e7,16.266304872773347,12.811081279347416,1.,3.1697573275950365e6,2.562216255869483e6,1.e7,5.815477230424153e6,1.5815477230424153e7,1.907755410813288e7,0.7875839890835129,0.0614767771673705,0.8086187214611872,0.8290096906962469
200000,200000,1.2589254117941676e7,17.456670281422937,13.638716314693122,1.,3.5401295442302576e6,2.7277432629386242e6,1.2589254117941676e7,6.219077319223212e6,1.8808331437164888e7,2.2174945530212577e7,0.7812896786626709,0.05728469312181381,0.829337899543379,0.8481793748507388
200000,200000,1.584893192461114e7,19.563332640413073,14.581905479664428,1.,3.7892440227899337e6,2.9163810959328855e6,1.584893192461114e7,6.829047624015501e6,2.267797954862664e7,2.5988839623022776e7,0.745369193873531,0.05111603520630447,0.8567922374429224,0.8726045440111477
200000,200000,1.995262314968881e7,20.980433056747213,14.946225341422222,1.,4.1608384933131617e6,2.9892450682844445e6,1.995262314968881e7,7.1853316796338875e6,2.7137954829322696e7,3.0671994403958876e7,0.7123887910700482,0.04766345848511475,0.8703196347031963,0.8847795963936392
200000,200000,2.511886431509582e7,24.63769089229491,18.30882644035754,1.,4.727401441982654e6,3.6617652880715076e6,2.511886431509582e7,8.58930346653049e6,3.3708167781626314e7,3.68267099327899e7,0.7431226619570653,0.04058821926013918,0.9080479452054795,0.915318469750487
200000,200000,3.1622776601683795e7,30.86769450254939,24.47809044071369,1.,5.824582091741314e6,4.895618088142738e6,3.1622776601683795e7,1.1069156988652617e7,4.269193359033641e7,4.506968676270444e7,0.793000281854287,0.03239632943488569,0.9425228310502283,0.9472427402283249
200000,200000,3.981071705534973e7,37.7848828734405,33.10619429050177,1.,7.213522246664334e6,6.621238858100354e6,3.981071705534973e7,1.4178215432788454e7,5.3988932488138184e7,5.573383825198534e7,0.8761756494360489,0.026465610687466584,0.9664954337899543,0.9686921658623608
200000,200000,5.011872336272725e7,45.89762474569345,45.53502180412141,1.,8.612291397605428e6,9.107004360824283e6,5.011872336272725e7,1.8286529309962973e7,6.840525267269021e7,6.937853383373266e7,0.992099744952356,0.02178761985049846,0.9848173515981735,0.9859714365919731
200000,200000,6.309573444801936e7,57.033493369585315,62.867932552529766,1.,1.06524473509444e7,1.2573586510505954e7,6.309573444801936e7,2.3980285184423015e7,8.707601963244238e7,8.716367390694572e7,1.102298471270845,0.01753355687893524,0.998972602739726,0.9989943715016315
200000,200000,7.943282347242822e7,78.44131466441311,86.59841051445034,1.,1.4533589376022395e7,1.7319682102890067e7,7.943282347242822e7,3.300794503577269e7,1.1244076850820091e8,1.124471867266214e8,1.1039897901371851,0.012748383989714993,1.,0.9999429223744292
200000,200000,1.e8,106.49122080692754,117.71283177028813,1.,1.9940990018028796e7,2.3542566354057625e7,1.e8,4.484081051544313e7,1.4484081051544315e8,1.4484907815689048e8,1.1053759256240079,0.009390445451020196,1.,0.9999429223744292
